TOURNEY	DATE	GAME	FORMAT	FULL NAME	ALIAS	SKILL	PRIZE	POINTS	POSITION	ROSTER
Texas Open Tune Up Open 2024	Aug 17/24	9 Ball	Double	Randy Staggs	Randy Staggs	8BL AVG: 0	0.00	1	49-64	58
Texas Open Tune Up Open Ladies 2024	Aug 17/24	9 Ball	Double	Michelle Cortez	Michelle Cor	8BL AVG: 0	470.00	6	WINNER	11
Texas Open Tune Up Open Ladies 2024	Aug 17/24	9 Ball	Double	Hopey Lawrence	Hopey Lawren	8BL AVG: 0	280.00	5	2nd	11
Texas Open Tune Up Open Ladies 2024	Aug 17/24	9 Ball	Double	Crystal Jones	Crystal J	8BL AVG: 0	190.00	4	3rd	11
Texas Open Tune Up Open Ladies 2024	Aug 17/24	9 Ball	Double	Liana Butler	Liana Butler	8BL AVG: 0	0.00	3	4th	11
Texas Open Tune Up Open Ladies 2024	Aug 17/24	9 Ball	Double	April Gonzalez	April Gonzal	8BL AVG: 0	0.00	2	5-6	11
Texas Open Tune Up Open Ladies 2024	Aug 17/24	9 Ball	Double	Holly Maloney	Holly Malone	8BL AVG: 0	0.00	2	5-6	11
Texas Open Tune Up Open Ladies 2024	Aug 17/24	9 Ball	Double	Elizabeth Kirkman	Liz Galvan	8BL AVG: 0	0.00	1	7-8	11
Texas Open Tune Up Open Ladies 2024	Aug 17/24	9 Ball	Double	Lavita Butler	Lavita Butle	8BL AVG: 0	0.00	1	7-8	11
Texas Open Tune Up Open Ladies 2024	Aug 17/24	9 Ball	Double	Diana Cardona	Diana Cardon	8BL AVG: 0	0.00	1	9-12	11
Texas Open Tune Up Open Ladies 2024	Aug 17/24	9 Ball	Double	Lauren DeAtley	Lauren DeAtl	8BL AVG: 0	0.00	1	9-12	11
Texas Open Tune Up Open Ladies 2024	Aug 17/24	9 Ball	Double	Veronica Perez	Veronica Per	8BL AVG: 0	0.00	1	9-12	11
