TOURNEY	DATE	GAME	FORMAT	FULL NAME	ALIAS	SKILL	PRIZE	POINTS	POSITION	ROSTER
Fargo_Under_599_03-15-25	Mar 15/25	9 Ball	Double	Baruc Jimenez	Baruc Jimene	8BL AVG: 0	0.00	1	33-48	39
Fargo_Under_599_03-15-25	Mar 15/25	9 Ball	Double	Scott Niemann	Scott Nieman	8BL AVG: 0	0.00	1	33-48	39
Fargo_Under_599_03-15-25	Mar 15/25	9 Ball	Double	Michael Martinez	Michael Mart	8BL AVG: 0	0.00	1	33-48	39
Fargo_Under_599_03-15-25	Mar 15/25	9 Ball	Double	Greg Everett	Greg Everett	8BL AVG: 0	0.00	1	33-48	39
Halloween_Tournament_10-31-24	Oct 31/24	9 Ball	Double	Justin Espinosa	Justin Espin	8BL AVG: 0	0.00	6	WINNER	16
Halloween_Tournament_10-31-24	Oct 31/24	9 Ball	Double	Jaden Dupree	Jaden Dupre	8BL AVG: 0	0.00	5	2nd	16
Halloween_Tournament_10-31-24	Oct 31/24	9 Ball	Double	John Eagle	John Eagle	8BL AVG: 0	0.00	4	3rd	16
Halloween_Tournament_10-31-24	Oct 31/24	9 Ball	Double	Rishi Garach	Rishi	8BL AVG: 0	0.00	3	4th	16
Halloween_Tournament_10-31-24	Oct 31/24	9 Ball	Double	Makenna Sanders	Makenna Sand	8BL AVG: 0	0.00	2	5-6	16
Halloween_Tournament_10-31-24	Oct 31/24	9 Ball	Double	Mike Lindell	Mike Lindell	8BL AVG: 0	0.00	2	5-6	16
Halloween_Tournament_10-31-24	Oct 31/24	9 Ball	Double	David Neumann	David Neuman	8BL AVG: 0	0.00	1	7-8	16
Halloween_Tournament_10-31-24	Oct 31/24	9 Ball	Double	David Sanders	David Sander	8BL AVG: 0	0.00	1	7-8	16
Halloween_Tournament_10-31-24	Oct 31/24	9 Ball	Double	Martin Burgess	Martin Burge	8BL AVG: 0	0.00	1	9-12	16
Halloween_Tournament_10-31-24	Oct 31/24	9 Ball	Double	Fouad Jasim	Fouad Jasim	8BL AVG: 0	0.00	1	9-12	16
Halloween_Tournament_10-31-24	Oct 31/24	9 Ball	Double	Jennifer Kraber	Jennifer Kra	8BL AVG: 0	0.00	1	9-12	16
Halloween_Tournament_10-31-24	Oct 31/24	9 Ball	Double	Hopey Lawrence	Hopey Lawren	8BL AVG: 0	0.00	1	9-12	16
Halloween_Tournament_10-31-24	Oct 31/24	9 Ball	Double	Annie Franklin	Annie Frankl	8BL AVG: 0	0.00	1	13-16	16
Halloween_Tournament_10-31-24	Oct 31/24	9 Ball	Double	Ricky McLain	Rick McLain	8BL AVG: 0	0.00	1	13-16	16
Halloween_Tournament_10-31-24	Oct 31/24	9 Ball	Double	Israel Araujo	Israel Arauj	8BL AVG: 0	0.00	1	13-16	16
Halloween_Tournament_10-31-24	Oct 31/24	9 Ball	Double	Marc Hanson	Marc Hanson	8BL AVG: 0	0.00	1	13-16	16
Saturday_Night_Mini	Feb 15/25	9 Ball	Double	Eylul Kibaroglu	Lulu Kibaro	8BL AVG: 0	0.00	6	WINNER	22
Saturday_Night_Mini	Feb 15/25	9 Ball	Double	Kledio Kaci	Kledio Kaci	8BL AVG: 0	0.00	5	2nd	22
Saturday_Night_Mini	Feb 15/25	9 Ball	Double	Miguel Polanco	Miguel Polan	8BL AVG: 0	0.00	4	3rd	22
Saturday_Night_Mini	Feb 15/25	9 Ball	Double	Pierre Savant	Pierre Savan	8BL AVG: 0	0.00	3	4th	22
Saturday_Night_Mini	Feb 15/25	9 Ball	Double	Eric Aicinena	E Aicinena	8BL AVG: 0	0.00	2	5-6	22
Saturday_Night_Mini	Feb 15/25	9 Ball	Double	Javier Alienes Naranjo	Javer Aliene	8BL AVG: 0	0.00	2	5-6	22
Saturday_Night_Mini	Feb 15/25	9 Ball	Double	Daniel Perez	Daniel Perez	8BL AVG: 0	0.00	1	7-8	22
Saturday_Night_Mini	Feb 15/25	9 Ball	Double	Joe Rivera	Joe Rivera	8BL AVG: 0	0.00	1	7-8	22
Saturday_Night_Mini	Feb 15/25	9 Ball	Double	Hunter Derryberry	Hunter Derry	8BL AVG: 0	0.00	1	9-12	22
Saturday_Night_Mini	Feb 15/25	9 Ball	Double	Kim Sanders	Kim Sanders	8BL AVG: 0	0.00	1	9-12	22
Saturday_Night_Mini	Feb 15/25	9 Ball	Double	Tracy Sanders	Tracy Sander	8BL AVG: 0	0.00	1	9-12	22
Saturday_Night_Mini	Feb 15/25	9 Ball	Double	Mike Robinson	Mike R	8BL AVG: 0	0.00	1	9-12	22
Saturday_Night_Mini	Feb 15/25	9 Ball	Double	Chris Sigman	Chris Sigman	8BL AVG: 0	0.00	1	13-16	22
Saturday_Night_Mini	Feb 15/25	9 Ball	Double	Michael Koch	Michael Koch	8BL AVG: 0	0.00	1	13-16	22
Saturday_Night_Mini	Feb 15/25	9 Ball	Double	Jaden Dupree	Jaden Dupre	8BL AVG: 0	0.00	1	13-16	22
Saturday_Night_Mini	Feb 15/25	9 Ball	Double	Marshal McCloskey	Marshal McCl	8BL AVG: 0	0.00	1	13-16	22
Saturday_Night_Mini	Feb 15/25	9 Ball	Double	Bobby Rivera	Bobby Rivera	8BL AVG: 0	0.00	1	17-24	22
Saturday_Night_Mini	Feb 15/25	9 Ball	Double	Holly Maloney	Holly Malone	8BL AVG: 0	0.00	1	17-24	22
Saturday_Night_Mini	Feb 15/25	9 Ball	Double	John Francisco	John Francis	8BL AVG: 0	0.00	1	17-24	22
Saturday_Night_Mini	Feb 15/25	9 Ball	Double	David Sanders	David Sander	8BL AVG: 0	0.00	1	17-24	22
Saturday_Night_Mini	Feb 15/25	9 Ball	Double	Eduardo L Ramirez	Edwardo Rami	8BL AVG: 0	0.00	1	17-24	22
Saturday_Night_Mini	Feb 15/25	9 Ball	Double	Ian Johnson	Ian Johnson	8BL AVG: 0	0.00	1	17-24	22
Skinny_Bob_Nineball_Classic_Ladies_2025	Feb 15/25	9 Ball	Double	Eylul Kibaroglu	Lulu Kibaro	8BL AVG: 0	1500.00	6	WINNER	18
Skinny_Bob_Nineball_Classic_Ladies_2025	Feb 15/25	9 Ball	Double	Tara Williams	Tara William	8BL AVG: 0	1000.00	5	2nd	18
Skinny_Bob_Nineball_Classic_Ladies_2025	Feb 15/25	9 Ball	Double	Mille Almaraz	Mille Almara	8BL AVG: 0	600.00	4	3rd	18
Skinny_Bob_Nineball_Classic_Ladies_2025	Feb 15/25	9 Ball	Double	Michelle Cortez	Michelle Cor	8BL AVG: 0	250.00	3	4th	18
Skinny_Bob_Nineball_Classic_Ladies_2025	Feb 15/25	9 Ball	Double	Ming Ng	Ming Ng	8BL AVG: 0	0.00	2	5-6	18
Skinny_Bob_Nineball_Classic_Ladies_2025	Feb 15/25	9 Ball	Double	Kim Sanders	Kim Sanders	8BL AVG: 0	0.00	2	5-6	18
Skinny_Bob_Nineball_Classic_Ladies_2025	Feb 15/25	9 Ball	Double	Carli Grigsby	Carli Grigsb	8BL AVG: 0	0.00	1	7-8	18
Skinny_Bob_Nineball_Classic_Ladies_2025	Feb 15/25	9 Ball	Double	Jillian Nickerson	Jillian Nick	8BL AVG: 0	0.00	1	7-8	18
Skinny_Bob_Nineball_Classic_Ladies_2025	Feb 15/25	9 Ball	Double	Angie Payne	Angie Payne	8BL AVG: 0	0.00	1	9-12	18
Skinny_Bob_Nineball_Classic_Ladies_2025	Feb 15/25	9 Ball	Double	Holly Maloney	Holly Malone	8BL AVG: 0	0.00	1	9-12	18
Skinny_Bob_Nineball_Classic_Ladies_2025	Feb 15/25	9 Ball	Double	Makenna Sanders	Makenna Sand	8BL AVG: 0	0.00	1	9-12	18
Skinny_Bob_Nineball_Classic_Ladies_2025	Feb 15/25	9 Ball	Double	Elizabeth Kirkman	Liz Galvan	8BL AVG: 0	0.00	1	9-12	18
Skinny_Bob_Nineball_Classic_Ladies_2025	Feb 15/25	9 Ball	Double	Hopey Lawrence	Hopey Lawren	8BL AVG: 0	0.00	1	13-16	18
Skinny_Bob_Nineball_Classic_Ladies_2025	Feb 15/25	9 Ball	Double	Chris Fields	Chris Fields	8BL AVG: 0	0.00	1	13-16	18
Skinny_Bob_Nineball_Classic_Ladies_2025	Feb 15/25	9 Ball	Double	Michelle Adams	Michelle Ada	8BL AVG: 0	0.00	1	13-16	18
Skinny_Bob_Nineball_Classic_Ladies_2025	Feb 15/25	9 Ball	Double	Reagan Wallace	Reagan Walla	8BL AVG: 0	0.00	1	13-16	18
Skinny_Bob_Nineball_Classic_Ladies_2025	Feb 15/25	9 Ball	Double	Jennifer Kraber	Jennifer Kra	8BL AVG: 0	0.00	1	17-24	18
Skinny_Bob_Nineball_Classic_Ladies_2025	Feb 15/25	9 Ball	Double	Celeste Lohr	Celeste Lohr	8BL AVG: 0	0.00	1	17-24	18
Skinny_Bob_Nineball_Classic_Open_2025	Feb 15/25	9 Ball	Double	Kledio Kaci	Kledio Kaci	8BL AVG: 0	6225.00	6	WINNER	69
Skinny_Bob_Nineball_Classic_Open_2025	Feb 15/25	9 Ball	Double	Jesus Atencio	Jesus Atenci	8BL AVG: 0	4000.00	5	2nd	69
Skinny_Bob_Nineball_Classic_Open_2025	Feb 15/25	9 Ball	Double	John Gabriel	John Gabriel	8BL AVG: 0	2000.00	4	3rd	69
Skinny_Bob_Nineball_Classic_Open_2025	Feb 15/25	9 Ball	Double	Nathan Childress	Nathan Child	8BL AVG: 0	1200.00	3	4th	69
Skinny_Bob_Nineball_Classic_Open_2025	Feb 15/25	9 Ball	Double	Shahram Changezi	Shahram Chan	8BL AVG: 0	800.00	2	5-6	69
Skinny_Bob_Nineball_Classic_Open_2025	Feb 15/25	9 Ball	Double	Shane McMinn	Shane McMinn	8BL AVG: 0	800.00	2	5-6	69
Skinny_Bob_Nineball_Classic_Open_2025	Feb 15/25	9 Ball	Double	Eric Aicinena	E Aicinena	8BL AVG: 0	400.00	1	7-8	69
Skinny_Bob_Nineball_Classic_Open_2025	Feb 15/25	9 Ball	Double	Miguel Polanco	Miguel Polan	8BL AVG: 0	400.00	1	7-8	69
Skinny_Bob_Nineball_Classic_Open_2025	Feb 15/25	9 Ball	Double	Tommy Tokoph	Tommy Tokoph	8BL AVG: 0	200.00	1	9-12	69
Skinny_Bob_Nineball_Classic_Open_2025	Feb 15/25	9 Ball	Double	Gus Briseno	Gus Briseno	8BL AVG: 0	200.00	1	9-12	69
Skinny_Bob_Nineball_Classic_Open_2025	Feb 15/25	9 Ball	Double	Gabriel Martinez	Gabriel Mart	8BL AVG: 0	200.00	1	9-12	69
Skinny_Bob_Nineball_Classic_Open_2025	Feb 15/25	9 Ball	Double	Max Sun	Max Sun	8BL AVG: 0	200.00	1	9-12	69
Skinny_Bob_Nineball_Classic_Open_2025	Feb 15/25	9 Ball	Double	John Francisco	John Francis	8BL AVG: 0	0.00	1	13-16	69
Skinny_Bob_Nineball_Classic_Open_2025	Feb 15/25	9 Ball	Double	Sajal Ghimire	Sajal Ghimir	8BL AVG: 0	0.00	1	13-16	69
Skinny_Bob_Nineball_Classic_Open_2025	Feb 15/25	9 Ball	Double	James Davis Jr	J Davis Jr	8BL AVG: 0	0.00	1	13-16	69
Skinny_Bob_Nineball_Classic_Open_2025	Feb 15/25	9 Ball	Double	Clint Palici	Clint Palici	8BL AVG: 0	0.00	1	13-16	69
Skinny_Bob_Nineball_Classic_Open_2025	Feb 15/25	9 Ball	Double	Jackson Evans	Jackson Evan	8BL AVG: 0	0.00	1	17-24	69
Skinny_Bob_Nineball_Classic_Open_2025	Feb 15/25	9 Ball	Double	Javier Alienes Naranjo	Javer Aliene	8BL AVG: 0	0.00	1	17-24	69
Skinny_Bob_Nineball_Classic_Open_2025	Feb 15/25	9 Ball	Double	James Davis Sr	Bastrop	8BL AVG: 0	0.00	1	17-24	69
Skinny_Bob_Nineball_Classic_Open_2025	Feb 15/25	9 Ball	Double	David Henson	David Henson	8BL AVG: 0	0.00	1	17-24	69
Skinny_Bob_Nineball_Classic_Open_2025	Feb 15/25	9 Ball	Double	Raed Shabib	Raed Shabib	8BL AVG: 0	0.00	1	17-24	69
Skinny_Bob_Nineball_Classic_Open_2025	Feb 15/25	9 Ball	Double	Lazaro Martinez IIi	Lazaro IIi	8BL AVG: 0	0.00	1	17-24	69
Skinny_Bob_Nineball_Classic_Open_2025	Feb 15/25	9 Ball	Double	Bobby Stubbs	Bubba Stubbs	8BL AVG: 0	0.00	1	17-24	69
Skinny_Bob_Nineball_Classic_Open_2025	Feb 15/25	9 Ball	Double	Mark Eclavea	Mark Eclavea	8BL AVG: 0	0.00	1	17-24	69
Skinny_Bob_Nineball_Classic_Open_2025	Feb 15/25	9 Ball	Double	JD Black	JD Black	8BL AVG: 0	0.00	1	25-32	69
Skinny_Bob_Nineball_Classic_Open_2025	Feb 15/25	9 Ball	Double	Chris Sharier	Chris Sharie	8BL AVG: 0	0.00	1	25-32	69
Skinny_Bob_Nineball_Classic_Open_2025	Feb 15/25	9 Ball	Double	Pierre Savant	Pierre Savan	8BL AVG: 0	0.00	1	25-32	69
Skinny_Bob_Nineball_Classic_Open_2025	Feb 15/25	9 Ball	Double	Robert Martin	Robert Marti	8BL AVG: 0	0.00	1	25-32	69
Skinny_Bob_Nineball_Classic_Open_2025	Feb 15/25	9 Ball	Double	Donald Proctor	Donald Proct	8BL AVG: 0	0.00	1	25-32	69
Skinny_Bob_Nineball_Classic_Open_2025	Feb 15/25	9 Ball	Double	Justin Espinosa	Justin Espin	8BL AVG: 0	0.00	1	25-32	69
Skinny_Bob_Nineball_Classic_Open_2025	Feb 15/25	9 Ball	Double	Nick Chirco	Nick Chirco	8BL AVG: 0	0.00	1	25-32	69
Skinny_Bob_Nineball_Classic_Open_2025	Feb 15/25	9 Ball	Double	Walter Huenerfuerst	Walter Huene	8BL AVG: 0	0.00	1	25-32	69
Skinny_Bob_Nineball_Classic_Open_2025	Feb 15/25	9 Ball	Double	Matt Wong	Matt Wong	8BL AVG: 0	0.00	1	33-48	69
Skinny_Bob_Nineball_Classic_Open_2025	Feb 15/25	9 Ball	Double	Danny Seay	Danny Seay	8BL AVG: 0	0.00	1	33-48	69
Skinny_Bob_Nineball_Classic_Open_2025	Feb 15/25	9 Ball	Double	Bobby Rivera	Bobby Rivera	8BL AVG: 0	0.00	1	33-48	69
Skinny_Bob_Nineball_Classic_Open_2025	Feb 15/25	9 Ball	Double	Pete Baza	Pete Baza	8BL AVG: 0	0.00	1	33-48	69
Skinny_Bob_Nineball_Classic_Open_2025	Feb 15/25	9 Ball	Double	Carl Honey	Carl Honey	8BL AVG: 0	0.00	1	33-48	69
Skinny_Bob_Nineball_Classic_Open_2025	Feb 15/25	9 Ball	Double	James Nico Arriola	Nico Arriola	8BL AVG: 0	0.00	1	33-48	69
Skinny_Bob_Nineball_Classic_Open_2025	Feb 15/25	9 Ball	Double	KC Massey	KC Massey	8BL AVG: 0	0.00	1	33-48	69
Skinny_Bob_Nineball_Classic_Open_2025	Feb 15/25	9 Ball	Double	Daniel Perez	Daniel Perez	8BL AVG: 0	0.00	1	33-48	69
Skinny_Bob_Nineball_Classic_Open_2025	Feb 15/25	9 Ball	Double	TJ Lohr	TJ Lohr	8BL AVG: 0	0.00	1	33-48	69
Skinny_Bob_Nineball_Classic_Open_2025	Feb 15/25	9 Ball	Double	Jude Rosenstock	Jude Rosenst	8BL AVG: 0	0.00	1	33-48	69
Skinny_Bob_Nineball_Classic_Open_2025	Feb 15/25	9 Ball	Double	Aseem Grover	A Grover	8BL AVG: 0	0.00	1	33-48	69
Skinny_Bob_Nineball_Classic_Open_2025	Feb 15/25	9 Ball	Double	Joseph Rohrbaugh	Joseph Rohrb	8BL AVG: 0	0.00	1	33-48	69
Skinny_Bob_Nineball_Classic_Open_2025	Feb 15/25	9 Ball	Double	Donnie Proctor	Donnie Proct	8BL AVG: 0	0.00	1	33-48	69
Skinny_Bob_Nineball_Classic_Open_2025	Feb 15/25	9 Ball	Double	Michael Jakubove	Michael Jaku	8BL AVG: 0	0.00	1	33-48	69
Skinny_Bob_Nineball_Classic_Open_2025	Feb 15/25	9 Ball	Double	Steve Flanigan	Steve Flanig	8BL AVG: 0	0.00	1	33-48	69
Skinny_Bob_Nineball_Classic_Open_2025	Feb 15/25	9 Ball	Double	Justice Eagan	Justice Eaga	8BL AVG: 0	0.00	1	33-48	69
Skinny_Bob_Nineball_Classic_Open_2025	Feb 15/25	9 Ball	Double	Joseph Dino	Joseph Dino	8BL AVG: 0	0.00	1	49-64	69
Skinny_Bob_Nineball_Classic_Open_2025	Feb 15/25	9 Ball	Double	Daniel Forster	Daniel Forst	8BL AVG: 0	0.00	1	49-64	69
Skinny_Bob_Nineball_Classic_Open_2025	Feb 15/25	9 Ball	Double	Tito Fernandez	Tito Fernand	8BL AVG: 0	0.00	1	49-64	69
Skinny_Bob_Nineball_Classic_Open_2025	Feb 15/25	9 Ball	Double	Brian Murphy	Brian Murphy	8BL AVG: 0	0.00	1	49-64	69
Skinny_Bob_Nineball_Classic_Open_2025	Feb 15/25	9 Ball	Double	Jay Tang	Jay Tang	8BL AVG: 0	0.00	1	49-64	69
Skinny_Bob_Nineball_Classic_Open_2025	Feb 15/25	9 Ball	Double	Michael Koch	Michael Koch	8BL AVG: 0	0.00	1	49-64	69
Skinny_Bob_Nineball_Classic_Open_2025	Feb 15/25	9 Ball	Double	Aro Majumder	Aro Majumder	8BL AVG: 0	0.00	1	49-64	69
Skinny_Bob_Nineball_Classic_Open_2025	Feb 15/25	9 Ball	Double	Ruben Castro	Ruben Castro	8BL AVG: 0	0.00	1	49-64	69
Skinny_Bob_Nineball_Classic_Open_2025	Feb 15/25	9 Ball	Double	Randy Staggs	Randy Staggs	8BL AVG: 0	0.00	1	49-64	69
Skinny_Bob_Nineball_Classic_Open_2025	Feb 15/25	9 Ball	Double	Chris Sigman	Chris Sigman	8BL AVG: 0	0.00	1	49-64	69
Skinny_Bob_Nineball_Classic_Open_2025	Feb 15/25	9 Ball	Double	David Sanders	David Sander	8BL AVG: 0	0.00	1	49-64	69
Skinny_Bob_Nineball_Classic_Open_2025	Feb 15/25	9 Ball	Double	Daniel Hix	Daniel Hix	8BL AVG: 0	0.00	1	49-64	69
Skinny_Bob_Nineball_Classic_Open_2025	Feb 15/25	9 Ball	Double	Andrew Rodriguez	Andrew Rodri	8BL AVG: 0	0.00	1	49-64	69
Skinny_Bob_Nineball_Classic_Open_2025	Feb 15/25	9 Ball	Double	Marshal McCloskey	Marshal McCl	8BL AVG: 0	0.00	1	49-64	69
Skinny_Bob_Nineball_Classic_Open_2025	Feb 15/25	9 Ball	Double	Michael Heaps	M Heaps	8BL AVG: 0	0.00	1	49-64	69
Skinny_Bob_Nineball_Classic_Open_2025	Feb 15/25	9 Ball	Double	Ryan Braselman	Ryan Brasel	8BL AVG: 0	0.00	1	49-64	69
Skinny_Bob_Nineball_Classic_Open_2025	Feb 15/25	9 Ball	Double	Michael A Jones	Michael J	8BL AVG: 0	0.00	1	65-96	69
Skinny_Bob_Nineball_Classic_Open_2025	Feb 15/25	9 Ball	Double	Dakota Palmer	Dakota Palme	8BL AVG: 0	0.00	1	65-96	69
Skinny_Bob_Nineball_Classic_Open_2025	Feb 15/25	9 Ball	Double	Eduardo L Ramirez	Edwardo Rami	8BL AVG: 0	0.00	1	65-96	69
Skinny_Bob_Nineball_Classic_Open_2025	Feb 15/25	9 Ball	Double	Kim Sanders	Kim Sanders	8BL AVG: 0	0.00	1	65-96	69
Skinny_Bob_Nineball_Classic_Open_2025	Feb 15/25	9 Ball	Double	Steven Sheppard	Steven Shepp	8BL AVG: 0	0.00	1	65-96	69
Texas Open Tune Up Open 2024	Aug 17/24	9 Ball	Double	Lazaro Martinez IIi	Lazaro IIi	8BL AVG: 0	1400.00	6	WINNER	58
Texas Open Tune Up Open 2024	Aug 17/24	9 Ball	Double	Miguel Polanco	Miguel Polan	8BL AVG: 0	900.00	5	2nd	58
Texas Open Tune Up Open 2024	Aug 17/24	9 Ball	Double	Daniel Schneider	Daniel Schne	8BL AVG: 0	620.00	4	3rd	58
Texas Open Tune Up Open 2024	Aug 17/24	9 Ball	Double	Gabriel Martinez	Gabriel Mart	8BL AVG: 0	340.00	3	4th	58
Texas Open Tune Up Open 2024	Aug 17/24	9 Ball	Double	James Davis Sr	Bastrop	8BL AVG: 0	190.00	2	5-6	58
Texas Open Tune Up Open 2024	Aug 17/24	9 Ball	Double	Chuck Allie	Chuck Allie	8BL AVG: 0	190.00	2	5-6	58
Texas Open Tune Up Open 2024	Aug 17/24	9 Ball	Double	John Eagle	John Eagle	8BL AVG: 0	110.00	1	7-8	58
Texas Open Tune Up Open 2024	Aug 17/24	9 Ball	Double	David Neumann	David Neuman	8BL AVG: 0	110.00	1	7-8	58
Texas Open Tune Up Open 2024	Aug 17/24	9 Ball	Double	Steven Butler	Steven Butle	8BL AVG: 0	85.00	1	9-12	58
Texas Open Tune Up Open 2024	Aug 17/24	9 Ball	Double	Justin Espinosa	Justin Espin	8BL AVG: 0	85.00	1	9-12	58
Texas Open Tune Up Open 2024	Aug 17/24	9 Ball	Double	Jude Rosenstock	Jude Rosenst	8BL AVG: 0	85.00	1	9-12	58
Texas Open Tune Up Open 2024	Aug 17/24	9 Ball	Double	David Henson	David Henson	8BL AVG: 0	85.00	1	9-12	58
Texas Open Tune Up Open 2024	Aug 17/24	9 Ball	Double	Callum Odonnell	Callum Odonn	8BL AVG: 0	70.00	1	13-16	58
Texas Open Tune Up Open 2024	Aug 17/24	9 Ball	Double	Chris Sharier	Chris Sharie	8BL AVG: 0	70.00	1	13-16	58
Texas Open Tune Up Open 2024	Aug 17/24	9 Ball	Double	KC Massey	KC Massey	8BL AVG: 0	70.00	1	13-16	58
Texas Open Tune Up Open 2024	Aug 17/24	9 Ball	Double	Hal Chase	Hal Chase	8BL AVG: 0	70.00	1	13-16	58
Texas Open Tune Up Open 2024	Aug 17/24	9 Ball	Double	Jeromy Hanes	Jeromy Hanes	8BL AVG: 0	0.00	1	17-24	58
Texas Open Tune Up Open 2024	Aug 17/24	9 Ball	Double	Daniel Perez	Daniel Perez	8BL AVG: 0	0.00	1	17-24	58
Texas Open Tune Up Open 2024	Aug 17/24	9 Ball	Double	Billy Mindieta	Billy Mindie	8BL AVG: 0	0.00	1	17-24	58
Texas Open Tune Up Open 2024	Aug 17/24	9 Ball	Double	Robert Wheat	Robert Wheat	8BL AVG: 0	0.00	1	17-24	58
Texas Open Tune Up Open 2024	Aug 17/24	9 Ball	Double	Sajal Ghimire	Sajal Ghimir	8BL AVG: 0	0.00	1	17-24	58
Texas Open Tune Up Open 2024	Aug 17/24	9 Ball	Double	Ryan Braselman	Ryan Brasel	8BL AVG: 0	0.00	1	17-24	58
Texas Open Tune Up Open 2024	Aug 17/24	9 Ball	Double	Danny Seay	Danny Seay	8BL AVG: 0	0.00	1	17-24	58
Texas Open Tune Up Open 2024	Aug 17/24	9 Ball	Double	Aro Majumder	Aro Majumder	8BL AVG: 0	0.00	1	17-24	58
Texas Open Tune Up Open 2024	Aug 17/24	9 Ball	Double	Jaden Dupree	Jaden Dupre	8BL AVG: 0	0.00	1	25-32	58
Texas Open Tune Up Open 2024	Aug 17/24	9 Ball	Double	Rafael Gonzalez	Rafael Gonza	8BL AVG: 0	0.00	1	25-32	58
Texas Open Tune Up Open 2024	Aug 17/24	9 Ball	Double	Michael Montes	Michael Mont	8BL AVG: 0	0.00	1	25-32	58
Texas Open Tune Up Open 2024	Aug 17/24	9 Ball	Double	Matt Wong	Matt Wong	8BL AVG: 0	0.00	1	25-32	58
Texas Open Tune Up Open 2024	Aug 17/24	9 Ball	Double	Michael Heaps	M Heaps	8BL AVG: 0	0.00	1	25-32	58
Texas Open Tune Up Open 2024	Aug 17/24	9 Ball	Double	Justice Eagan	Justice Eaga	8BL AVG: 0	0.00	1	25-32	58
Texas Open Tune Up Open 2024	Aug 17/24	9 Ball	Double	Ray Baca	Ray Baca	8BL AVG: 0	0.00	1	25-32	58
Texas Open Tune Up Open 2024	Aug 17/24	9 Ball	Double	Mark Eclavea	Mark Eclavea	8BL AVG: 0	0.00	1	25-32	58
Texas Open Tune Up Open 2024	Aug 17/24	9 Ball	Double	Tony Brashear	Tony Brashea	8BL AVG: 0	0.00	1	33-48	58
Texas Open Tune Up Open 2024	Aug 17/24	9 Ball	Double	Bobby Stubbs	Bubba Stubbs	8BL AVG: 0	0.00	1	33-48	58
Texas Open Tune Up Open 2024	Aug 17/24	9 Ball	Double	David Sanders	David Sander	8BL AVG: 0	0.00	1	33-48	58
Texas Open Tune Up Open 2024	Aug 17/24	9 Ball	Double	Israel Araujo	Israel Arauj	8BL AVG: 0	0.00	1	33-48	58
Texas Open Tune Up Open 2024	Aug 17/24	9 Ball	Double	Evan Keesee	Evan Keesee	8BL AVG: 0	0.00	1	33-48	58
Texas Open Tune Up Open 2024	Aug 17/24	9 Ball	Double	Rodney Jones	Rodney Jones	8BL AVG: 0	0.00	1	33-48	58
Texas Open Tune Up Open 2024	Aug 17/24	9 Ball	Double	MIchael Maloney	Micheal Malo	8BL AVG: 0	0.00	1	33-48	58
Texas Open Tune Up Open 2024	Aug 17/24	9 Ball	Double	Marshall Butler	Marshall But	8BL AVG: 0	0.00	1	33-48	58
Texas Open Tune Up Open 2024	Aug 17/24	9 Ball	Double	Kohl Bradshaw	Kohl Bradsha	8BL AVG: 0	0.00	1	33-48	58
Texas Open Tune Up Open 2024	Aug 17/24	9 Ball	Double	Pierre Savant	Pierre Savan	8BL AVG: 0	0.00	1	33-48	58
Texas Open Tune Up Open 2024	Aug 17/24	9 Ball	Double	Michael Koch	Michael Koch	8BL AVG: 0	0.00	1	33-48	58
Texas Open Tune Up Open 2024	Aug 17/24	9 Ball	Double	Minh Phan	Minh Phan	8BL AVG: 0	0.00	1	33-48	58
Texas Open Tune Up Open 2024	Aug 17/24	9 Ball	Double	Michael A Jones	Michael J	8BL AVG: 0	0.00	1	33-48	58
Texas Open Tune Up Open 2024	Aug 17/24	9 Ball	Double	David Gonzalez	David Gonzal	8BL AVG: 0	0.00	1	33-48	58
Texas Open Tune Up Open 2024	Aug 17/24	9 Ball	Double	Loc Nguyen	Loc Nguyen	8BL AVG: 0	0.00	1	33-48	58
Texas Open Tune Up Open 2024	Aug 17/24	9 Ball	Double	Daniel Hix	Daniel Hix	8BL AVG: 0	0.00	1	33-48	58
Texas Open Tune Up Open 2024	Aug 17/24	9 Ball	Double	Danny Reid	Danny Reid	8BL AVG: 0	0.00	1	49-64	58
Texas Open Tune Up Open 2024	Aug 17/24	9 Ball	Double	Bryce Barton	Bryce Barton	8BL AVG: 0	0.00	1	49-64	58
Texas Open Tune Up Open 2024	Aug 17/24	9 Ball	Double	Gerald Wilkins	Gerald Wilk	8BL AVG: 0	0.00	1	49-64	58
Texas Open Tune Up Open 2024	Aug 17/24	9 Ball	Double	Tom Passow	Tom Passow	8BL AVG: 0	0.00	1	49-64	58
Texas Open Tune Up Open 2024	Aug 17/24	9 Ball	Double	Joshua Miller	Josh Miller	8BL AVG: 0	0.00	1	49-64	58
Texas Open Tune Up Open 2024	Aug 17/24	9 Ball	Double	James Nico Arriola	Nico Arriola	8BL AVG: 0	0.00	1	49-64	58
Texas Open Tune Up Open 2024	Aug 17/24	9 Ball	Double	Eduardo Ramirez	Edwardo Rami	8BL AVG: 0	0.00	1	49-64	58
Texas Open Tune Up Open 2024	Aug 17/24	9 Ball	Double	Michael Ruston	Michael Rust	8BL AVG: 0	0.00	1	49-64	58
Texas Open Tune Up Open 2024	Aug 17/24	9 Ball	Double	Eddie Palmer Sr	Eddie Palmer	8BL AVG: 0	0.00	1	49-64	58
